# Rime user dictionary
#@/db_name	luna_pinyin
#@/db_type	userdb
#@/rime_version	1.7.3
#@/tick	31513
#@/user_id	53f8df16-24bd-4171-bf21-ee7068d0bb6a
a 	啊	c=62 d=1.01193 t=30983
yong ding dan 	用訂單	c=1 d=1 t=23686
yong fa 	用法	c=3 d=1 t=31220
yong gong ju 	用工具	c=1 d=1 t=3866
yong guo 	用過	c=1 d=1 t=12191
yong heng 	永恆	c=1 d=1 t=9188
yong hu 	用戶	c=37 d=1 t=30491
yong hu duan 	用戶端	c=1 d=1 t=869
yong hu zhong xin 	用戶中心	c=4 d=1 t=17163
yong hui 	永輝	c=10 d=0.956415 t=18684
yong hui cai shi xian 	永輝彩食鮮	c=1 d=1 t=14165
yong hui sheng huo 	永輝生活	c=1 d=1 t=18685
yong hui yun 	永輝雲	c=4 d=2.44255 t=11222
yong lai 	用來	c=11 d=0.922835 t=31449
yong lai fang 	用來放	c=1 d=1 t=31450
yong le 	永樂	c=2 d=1 t=14440
yong le 	用了	c=5 d=1.00007 t=25333
yong li 	用例	c=2 d=1.01699 t=25882
yong na ge 	用哪個	c=1 d=1 t=29760
yong shang 	用上	c=1 d=1 t=15894
yong shi 	用時	c=3 d=1.19593 t=31402
yong wan 	用完	c=0 d=0.1 t=2969
yong wu zhi jing 	永無止境	c=1 d=1 t=9770
yong yuan 	永遠	c=2 d=1 t=18728
you 	佑	c=2 d=1 t=28159
you 	又	c=41 d=1.0028 t=29485
you 	有	c=175 d=3.37 t=31384
you 	由	c=2 d=1 t=30399
you 	郵	c=0 d=0.1 t=30456
you an 	佑安	c=2 d=1.84789 t=24996
you an pai 	有安排	c=1 d=1 t=1601
you bang zhu 	有幫助	c=1 d=1 t=24377
you bian 	右邊	c=4 d=1.97088 t=28678
you bing 	有病	c=1 d=1 t=26342
you ce 	右側	c=1 d=1 t=20809
you da le 	又打了	c=1 d=1 t=15842
you de 	有的	c=13 d=1.98511 t=30243
you de ren 	有的人	c=1 d=1 t=22473
you de shi 	有的是	c=1 d=1 t=9176
you de shi qian 	有的是錢	c=1 d=1 t=4963
you de shuo 	有地說	c=1 d=1 t=7936
you dian 	有點	c=20 d=1.00108 t=26847
you dian man 	有點慢	c=1 d=1 t=31073
you dian shi 	有點事	c=1 d=1 t=11048
you dian wan 	有點晚	c=2 d=1 t=30295
you dian xiang 	有點像	c=1 d=1 t=9843
you du 	有度	c=1 d=1 t=1794
you duo shao 	有多少	c=1 d=1 t=16499
you fa bu 	有發佈	c=1 d=1 t=19713
you fen qi 	有分歧	c=1 d=1 t=18831
you feng xian 	有風險	c=1 d=1 t=3755
you ge 	有個	c=22 d=1 t=28240
you gei 	又給	c=0 d=0.1 t=17292
you gei wo 	又給我	c=1 d=1 t=17293
you gong ju 	有工具	c=1 d=1 t=3917
you guan xi 	有關係	c=2 d=1.00023 t=10907
you hao 	有號	c=3 d=2.67394 t=25013
you hou 	油猴	c=2 d=1 t=24165
you hua 	優化	c=18 d=1.00483 t=25125
you hui qu 	郵回去	c=1 d=1 t=30457
you huo 	誘惑	c=1 d=1 t=6457
you ji ge 	有幾個	c=1 d=1 t=8108
you ji ke xun 	有跡可循	c=1 d=1 t=1238
you ji lu ma 	有記錄嗎	c=1 d=1 t=28335
you jian 	郵件	c=5 d=2.86042 t=10347
you jian kong 	有監控	c=1 d=1 t=1268
you kai 	又開	c=1 d=1 t=17543
you ke neng 	有可能	c=1 d=1 t=13175
you kong 	有空	c=5 d=1 t=25460
you kong bai 	有空白	c=1 d=1 t=16521
you lai le 	又來了	c=1 d=1 t=11731
you le 	有了	c=3 d=1 t=30842
you ma 	有嗎	c=1 d=1 t=31304
you ma 	郵碼	c=2 d=1 t=26138
you mei you 	有沒有	c=66 d=1.41563 t=31474
you meng 	友盟	c=4 d=1 t=25530
you meng shang 	友盟上	c=1 d=1 t=22704
you mu gong du 	有目共睹	c=1 d=1 t=1446
you na xie 	有哪些	c=1 d=1 t=30765
you qi 	尤其	c=2 d=1.45841 t=27430
you ren 	有人	c=10 d=1 t=29569
you shen me 	有什麼	c=1 d=1 t=25363
you shi 	又是	c=2 d=1 t=16080
you shi 	有事	c=1 d=1 t=3815
you shuo le 	又說了	c=1 d=1 t=22603
you suo bu zhi 	有所不知	c=1 d=1 t=8647
you tiao 	油條	c=1 d=1 t=17147
you wang 	有望	c=1 d=1 t=26796
you wen ti 	有問題	c=25 d=1 t=30871
you xi wang 	有希望	c=1 d=1 t=4466
you xia jiao 	右下角	c=1 d=1 t=6945
you xian 	優先	c=5 d=1 t=21626
you xian ji 	優先級	c=2 d=1 t=26134
you xiang 	郵箱	c=6 d=1 t=10333
you xiao 	有效	c=3 d=1 t=18762
you xie 	有些	c=1 d=1 t=14657
you xin 	有心	c=1 d=1 t=1633
you xin xin 	有信心	c=1 d=1 t=619
you xing qu 	有興趣	c=1 d=1 t=21560
you xiu de 	優秀的	c=1 d=1 t=1906
you yao 	又要	c=4 d=1.00306 t=26330
you yi bi 	有一筆	c=1 d=1 t=24791
you yi ci 	有一次	c=1 d=1 t=6582
you yi ge 	又一個	c=1 d=1 t=3158
you yi ge 	有一個	c=5 d=1 t=26005
you yi xie 	有一些	c=4 d=1 t=29579
you yi yi 	有意義	c=1 d=0.105799 t=24140
you yi yi ma 	有意義嗎	c=1 d=1 t=24141
you yin xiang 	有印象	c=1 d=1 t=29888
you yong 	有用	c=2 d=1 t=23671
you you 	有有	c=1 d=1 t=13023
you you you 	有有有	c=1 d=1 t=11163
you yu 	由於	c=1 d=1 t=30479
you yuan yin 	有原因	c=1 d=1 t=4173
you zhi 	有值	c=1 d=1 t=16036
you zuo tian 	有昨天	c=1 d=1 t=29865
yu 	於	c=1 d=1 t=3885
yu 	漁	c=0 d=0.1 t=13706
yu 	與	c=9 d=1.00018 t=24210
yu 	預	c=0 d=0.1 t=4458
yu 	魚	c=4 d=3.84162 t=9285
yu cang hai 	漁滄海	c=1 d=1 t=13707
yu chang 	魚腸	c=1 d=1 t=13869
yu dao 	遇到	c=3 d=1 t=24388
yu dao le 	遇到了	c=1 d=1 t=3728
yu fa 	語法	c=1 d=1 t=2280
yu ji 	預計	c=5 d=1.24293 t=15519
yu lan 	預覽	c=8 d=1.75431 t=18390
yu mi 	玉米	c=5 d=1 t=16032
yu ming 	域名	c=37 d=1 t=29119
yu qi 	預期	c=2 d=1 t=28354
yu que 	語雀	c=1 d=1 t=6425
yu sheng chan 	預生產	c=29 d=1 t=31336
yu yan 	語言	c=4 d=1 t=31134
yu yin 	語音	c=2 d=1 t=31251
yu yue 	預約	c=3 d=2.83662 t=29883
yuan 	元	c=1 d=1 t=11440
yuan 	原	c=4 d=1 t=12357
yuan 	源	c=6 d=0.1 t=21259
yuan 	苑	c=1 d=1 t=26114
yuan 	遠	c=1 d=1 t=17732
yuan 	院	c=1 d=1 t=25003
yuan cheng 	遠程	c=18 d=1 t=25289
yuan chu 	原出	c=1 d=0.101921 t=8022
yuan dan 	元旦	c=1 d=1 t=17954
yuan dan 	原單	c=1 d=1 t=8553
yuan gong 	員工	c=0 d=0.1 t=28799
yuan jin yuan chu 	原進原出	c=5 d=1.13277 t=11105
yuan lai 	原來	c=19 d=1.03271 t=29391
yuan lai de 	原來的	c=0 d=0.1 t=24903
yuan lai de ren 	原來的人	c=1 d=1 t=24904
yuan li 	原理	c=1 d=1 t=2599
yuan ma 	源碼	c=4 d=1 t=26868
yuan sheng 	原生	c=4 d=1 t=30848
yuan sheng 	原聲	c=1 d=1 t=4873
yuan shi 	原始	c=1 d=1 t=959
yuan shu ju 	元數據	c=1 d=1 t=911
yuan su 	元素	c=8 d=1 t=14445
yuan xing 	原型	c=0 d=0.1 t=18844
yuan xing tu 	原型圖	c=1 d=1 t=18845
yuan yang 	原樣	c=1 d=1 t=12100
yuan yin 	原因	c=7 d=1.0005 t=28762
yuan yin shi 	原因是	c=1 d=1 t=26838
yuan ze 	原則	c=2 d=1 t=27571
yue 	月	c=20 d=0.1 t=29685
yue 	約	c=3 d=1 t=25283
yue 	越	c=1 d=1 t=18757
yue di 	月底	c=7 d=1.00006 t=30747
yue ding 	約定	c=1 d=1 t=25217
yue du 	月度	c=1 d=1 t=2002
yue du 	閱讀	c=1 d=1 t=29063
yue duo 	越多	c=1 d=1 t=30946
yue fen 	月份	c=1 d=1 t=19281
yue ge 	約個	c=1 d=1 t=16286
yue hao 	約好	c=1 d=1 t=24574
yue hui 	月會	c=1 d=1 t=3331
yue hui 	約會	c=2 d=1 t=14143
yue kuai 	越快	c=0 d=0.1 t=9740
yue lai 	越來	c=1 d=1 t=30945
yue lai yue 	越來越	c=1 d=1 t=12876
yue lai yue kuai 	越來越快	c=1 d=1 t=9741
yue lai yue qiang 	越來越強	c=1 d=1 t=1977
yue le 	約了	c=1 d=0.1 t=29614
yue le ge 	約了個	c=1 d=1 t=29615
yue shi 	越是	c=1 d=1 t=18752
yue xin 	月薪	c=1 d=1 t=6713
yun 	雲	c=9 d=1 t=21770
yun fei 	運費	c=1 d=1 t=22478
yun feng 	雲鳳	c=1 d=1 t=24038
yun ping 	雲屏	c=12 d=1.05161 t=4412
yun qi 	運氣	c=1 d=1 t=21302
yun wei 	運維	c=6 d=1 t=30632
yun xiao 	雲效	c=4 d=1 t=26399
yun xing 	運行	c=2 d=1 t=8153
yun xing shi 	運行時	c=4 d=1.95123 t=8155
yun xu 	允許	c=2 d=1.956 t=271
yun ying 	運營	c=3 d=1.18979 t=2586
za suan 	咋算	c=1 d=1 t=30062
zai 	再	c=119 d=1.04362 t=30403
zai 	在	c=125 d=1.03389 t=31138
zai 	栽	c=1 d=1 t=5394
zai ce 	在測	c=1 d=1 t=24153
zai chi 	再喫	c=1 d=1 t=15927
zai ci 	再次	c=2 d=1 t=23605
zai dian 	再點	c=1 d=1 t=12766
zai dian yi xia 	再點一下	c=2 d=1 t=12765
zai fa 	再發	c=1 d=1 t=3982
zai gao 	再搞	c=1 d=1 t=15796
zai gei ni 	在給你	c=1 d=1 t=28366
zai jia 	在家	c=3 d=1.00099 t=29161
zai jia zuo 	在家做	c=1 d=1 t=17399
zai lai 	再來	c=4 d=1 t=31407
zai lai yi dan 	再來一單	c=1 d=1 t=12730
zai lan 	再爛	c=1 d=1 t=1730
zai mang 	再忙	c=1 d=1 t=561
zai mian shi 	再面試	c=2 d=1.00094 t=2431
zai na 	在哪	c=9 d=1.02368 t=30813
zai na 	在那	c=2 d=1.28083 t=3188
zai nan 	災難	c=1 d=1 t=3809
zai ni men 	在你們	c=1 d=1 t=25508
zai qu 	再去	c=1 d=1 t=30454
zai ri ben 	在日本	c=1 d=1 t=14096
zai shang 	再上	c=1 d=1 t=7096
zai shi shi 	再試試	c=1 d=1 t=11642
zai shuo 	再說	c=1 d=1 t=5704
zai tian 	在填	c=1 d=1 t=11185
zai wen 	再問	c=1 d=1 t=21622
zai wo 	在我	c=1 d=1 t=16539
zai xian 	在線	c=1 d=1 t=11746
zai xie 	在寫	c=1 d=1 t=24184
zai yi 	在意	c=1 d=1 t=25853
zai yong 	再用	c=2 d=0.780451 t=22121
zai yong 	在用	c=4 d=1 t=31479
zai zhe 	在這	c=3 d=1 t=18020
zai zuo 	在做	c=1 d=1 t=30661
zan 	咱	c=5 d=1.96079 t=28963
zan 	攢	c=1 d=1 t=8527
zan 	讚	c=2 d=1.82283 t=24342
zan cheng 	贊成	c=2 d=1 t=26404
zan lia 	咱倆	c=1 d=1 t=26320
zan qu 	咱去	c=1 d=1 t=24945
zan shi 	咱是	c=1 d=1 t=26112
zan shi 	暫時	c=5 d=1.00004 t=28141
zan ye 	咱也	c=2 d=0.1 t=26017
zan ye de 	咱也得	c=1 d=1.09501 t=26019
zan ye de mai 	咱也得買	c=1 d=1 t=26020
zao 	早	c=2 d=1 t=29612
zao 	造	c=4 d=1 t=29404
zao can 	早餐	c=1 d=1 t=25498
zao dian 	早點	c=3 d=1 t=26326
zao fan 	早飯	c=1 d=1 t=14518
zao jiu 	早就	c=1 d=1 t=18709
zao shang 	早上	c=13 d=1.17033 t=29021
zei xiao 	賊小	c=1 d=1 t=18329
zen me 	怎麼	c=85 d=3.25392 t=30953
zen me ban 	怎麼辦	c=1 d=1 t=31002
zen me ding 	怎麼定	c=1 d=1 t=26226
zen me hui 	怎麼會	c=1 d=1 t=22221
zen me ke neng 	怎麼可能	c=1 d=1 t=29584
zen me suan 	怎麼算	c=2 d=1.71177 t=30066
zen me yang 	怎麼樣	c=16 d=1.00042 t=30608
zen me ye 	怎麼也	c=1 d=1 t=27062
zen me zuo 	怎麼做	c=1 d=1 t=26933
zeng 	增	c=1 d=0.1 t=12317
zeng fan xing 	增反省	c=1 d=1 t=12318
zeng jia 	增加	c=29 d=1.36241 t=26373
zeng qiang 	增強	c=1 d=1 t=26433
zeng shan 	增刪	c=0 d=0.1 t=8909
zeng shan gai cha 	增刪改查	c=1 d=1 t=8910
zha chuan 	炸串	c=2 d=1.14661 t=15635
zha pian 	詐騙	c=1 d=1 t=7543
zha shi 	紮實	c=1 d=1 t=2555
zhai 	債	c=1 d=0.1 t=30826
zhan 	佔	c=1 d=1 t=4091
zhan 	戰	c=1 d=1 t=4090
zhan 	棧	c=0 d=0.1 t=612
zhan 	站	c=1 d=1 t=26864
zhan 	粘	c=0 d=0.1 t=17530
zhan bi 	佔比	c=2 d=1.00002 t=20924
zhan hao 	佔好	c=1 d=1 t=1377
zhan jin qu 	粘進去	c=1 d=1 t=17531
zhan ku 	站酷	c=5 d=1 t=8978
zhan kuang 	戰況	c=1 d=1 t=1476
zhan ling 	佔領	c=0 d=0.1 t=3335
zhan ling le 	佔領了	c=1 d=1 t=3336
zhan lve 	戰略	c=1 d=1 t=22465
zhan qi lai 	站起來	c=1 d=1.099 t=28384
zhan qi lai le 	站起來了	c=1 d=1 t=28383
zhan shi 	展示	c=1 d=1 t=10385
zhang 	張	c=5 d=1.26185 t=26702
zhang 	漲	c=2 d=1.98511 t=2312
zhang 	脹	c=1 d=1 t=10081
zhang bing 	張兵	c=3 d=1.00135 t=26496
zhang chi 	張馳	c=1 d=1 t=1793
zhang de 	長得	c=2 d=1 t=29247
zhang gong zi 	漲工資	c=1 d=1 t=21878
zhang hao 	帳號	c=41 d=1 t=31100
zhang hao 	張浩	c=33 d=2.01583 t=31441
zhang hao 	賬號	c=1 d=1 t=15729
zhang hao li 	帳號裏	c=1 d=1 t=17457
zhang jia 	漲價	c=1 d=1 t=3003
zhang jie 	張傑	c=3 d=1.98021 t=16791
zhang ran 	張冉	c=4 d=1.97533 t=16793
zhang sheng 	張勝	c=3 d=1.84366 t=23409
zhang tao 	張濤	c=1 d=1 t=28200
zhang ting ting 	張婷婷	c=1 d=1 t=999
zhang wen 	張文	c=0 d=0.1 t=3094
zhang wen bin 	張文斌	c=1 d=1 t=3095
zhang wo 	掌握	c=5 d=1.98511 t=26860
zhang xin 	漲薪	c=1 d=1 t=2307
zhang yu 	章魚	c=1 d=1 t=6998
zhao 	找	c=38 d=1.01111 t=30860
zhao 	招	c=4 d=1 t=28570
zhao 	照	c=7 d=1 t=22099
zhao 	着	c=1 d=1 t=28583
zhao bu dao 	找不到	c=1 d=1 t=1108
zhao cha 	找茬	c=1 d=1 t=22753
zhao chu 	找出	c=4 d=1 t=30278
zhao chu lai 	找出來	c=1 d=1 t=10919
zhao dao 	找到	c=17 d=1 t=30857
zhao dao le 	找到了	c=6 d=1 t=29422
zhao de 	找的	c=2 d=1 t=30838
zhao di fang 	找地方	c=1 d=1 t=8693
zhao ge 	找個	c=6 d=1 t=21903
zhao ge 	招個	c=1 d=1 t=18482
zhao ge ku 	找個庫	c=1 d=1 t=6258
zhao ji 	着急	c=3 d=1 t=29022
zhao lai 	招來	c=1 d=1 t=14267
zhao le 	找了	c=2 d=1 t=25147
zhao le 	招了	c=2 d=1 t=21871
zhao le ge 	找了個	c=1 d=1 t=30114
zhao li tong 	找李彤	c=1 d=1 t=14246
zhao ni 	找你	c=6 d=1 t=30695
zhao pian 	照片	c=2 d=1 t=29061
zhao pin 	招聘	c=4 d=2.75698 t=14240
zhao ping 	兆平	c=1 d=1 t=6746
zhao sha 	找啥	c=1 d=1 t=6550
zhao shi jian 	找時間	c=3 d=1.23108 t=28744
zhao shui 	找誰	c=1 d=1 t=4079
zhao ta 	找她	c=1 d=1 t=21086
zhao wo 	找我	c=7 d=1 t=28017
zhao yi dan 	找一單	c=1 d=1 t=17596
zhao yi tai 	找一臺	c=1 d=1 t=5001
zhao zhao 	找找	c=5 d=0.1 t=23698
zhao zhao 	找着	c=0 d=0.1 t=11640
zhao zhao le 	找着了	c=2 d=1 t=29240
zhao zhe 	照着	c=1 d=1 t=30121
zhe 	折	c=1 d=1 t=27519
zhe 	着	c=2 d=1.00006 t=3109
zhe 	這	c=24 d=1.35345 t=31054
zhe bian 	這邊	c=5 d=1.02497 t=27857
zhe bu fen 	這部分	c=2 d=1.00036 t=7866
zhe bu shi 	這不是	c=2 d=1 t=30840
zhe ci 	這次	c=11 d=1 t=30790
zhe dian 	這點	c=1 d=1 t=24504
zhe dou 	這都	c=1 d=1 t=24841
zhe dou shi 	這都是	c=1 d=1 t=25854
zhe duan 	這段	c=1 d=1 t=17530
zhe ge 	這個	c=458 d=4.53283 t=31492
zhe ge biao 	這個表	c=1 d=1 t=26733
zhe ge dan 	這個單	c=1 d=1 t=17749
zhe ge de 	這個的	c=1 d=1 t=10752
zhe ge hui 	這個會	c=2 d=1 t=28241
zhe ge jie kou 	這個接口	c=1 d=1 t=7100
zhe ge piao 	這個票	c=2 d=1.97045 t=29500
zhe ge qun 	這個羣	c=1 d=1 t=1609
zhe ge ren 	這個人	c=4 d=1 t=24774
zhe ge shi 	這個事	c=11 d=2.1736 t=26248
zhe ge xing 	這個行	c=2 d=1 t=24876
zhe ge yue 	這個月	c=2 d=1.98511 t=2805
zhe ge zhi 	這個紙	c=1 d=1 t=17419
zhe ge zuo 	這個做	c=1 d=1 t=26531
zhe he 	這和	c=1 d=1 t=15301
zhe hui 	這會	c=1 d=1 t=30845
zhe hui er 	這會兒	c=1 d=1 t=4559
zhe ji ge 	這幾個	c=10 d=1.09827 t=30059
zhe ji tian 	這幾天	c=9 d=1.14165 t=27225
zhe jia 	這家	c=1 d=1 t=31174
zhe jia dian 	這家店	c=1 d=1 t=1200
zhe jiao 	這叫	c=1 d=1 t=23147
zhe kou lv 	折扣率	c=3 d=1 t=18092
zhe kuai 	這塊	c=1 d=1 t=4856
zhe li 	這裏	c=22 d=1.0018 t=28639
zhe lia 	這倆	c=3 d=1.01172 t=16231
zhe liang 	這兩	c=0 d=0.1 t=9669
zhe liang bu 	這兩布	c=1 d=1 t=9670
zhe liang ci 	這兩次	c=1 d=1 t=6572
zhe liang ge 	這兩個	c=4 d=1 t=23698
zhe liang nian 	這兩年	c=1 d=1 t=6465
zhe liang zhang 	這兩張	c=1 d=1 t=17613
zhe me 	這麼	c=12 d=1.01382 t=22792
zhe me dian 	這麼點	c=2 d=1 t=17510
zhe me duo 	這麼多	c=1 d=1 t=21087
zhe me gan 	這麼幹	c=1 d=1 t=4596
zhe me jiu 	這麼久	c=1 d=1 t=29276
zhe me kuai 	這麼快	c=2 d=1 t=27506
zhe me pei 	這麼配	c=1 d=1 t=14774
zhe me shuo 	這麼說	c=2 d=1 t=29570
zhe me wan 	這麼玩	c=1 d=1 t=18580
zhe me zhun 	這麼準	c=1 d=1 t=15611
zhe mo 	折磨	c=1 d=1 t=19132
zhe ni dou 	這你都	c=2 d=1 t=29433
zhe qun 	這羣	c=1 d=1 t=10916
zhe san ge 	這三個	c=5 d=1.00001 t=31025
zhe shi 	這事	c=8 d=1 t=23921
zhe shi 	這是	c=29 d=1.31506 t=31098
zhe shi hou 	這時候	c=2 d=1 t=25826
zhe shi sha 	這是啥	c=1 d=1 t=19681
zhe tai 	這臺	c=3 d=1.83527 t=31337
zhe tang 	這趟	c=1 d=1 t=14852
zhe teng 	折騰	c=1 d=1 t=15040
zhe tiao 	這條	c=0 d=0.1 t=9231
zhe tong 	這桶	c=1 d=1 t=29170
zhe wan yi 	這玩意	c=8 d=1.016 t=29971
zhe xie 	這些	c=8 d=1.00586 t=29031
zhe xie ren 	這些人	c=4 d=1 t=21116
zhe yang 	這樣	c=30 d=1.00294 t=30317
zhe yang ba 	這樣吧	c=2 d=1 t=28491
zhe yang de 	這樣的	c=2 d=1 t=19137
zhe yang de hua 	這樣的話	c=1 d=1 t=24723
zhe yang zuo 	這樣做	c=0 d=0.1 t=1143
zhe ye 	這也	c=2 d=1 t=19412
zhe ye shi 	這也是	c=1 d=1 t=25870
zhe yi 	這一	c=0 d=0.1 t=24660
zhe yi ci 	這一次	c=1 d=1 t=12974
zhe yi dan 	這一單	c=1 d=0.1 t=29903
zhe yi tao 	這一套	c=2 d=1 t=26490
zhe yi tian 	這一天	c=1 d=1 t=30369
zhe yi zhou 	這一週	c=1 d=1 t=25325
zhe ying gai 	這應該	c=1 d=1 t=20226
zhe zhang 	這張	c=1 d=1 t=20360
zhe zhong 	這種	c=16 d=1.18452 t=29890
zhe zhong shi 	這種事	c=1 d=1 t=16870
zhe zhong zhi 	這種紙	c=1 d=1 t=17158
zhe zhou 	這週	c=15 d=1.15852 t=30648
zhe zhou mo 	這週末	c=1 d=1 t=19316
zhen 	枕	c=0 d=0.1 t=2366
zhen 	珍	c=1 d=1 t=28158
zhen 	真	c=1 d=1 t=28331
zhen da le 	真打了	c=1 d=1 t=17699
zhen de 	真的	c=6 d=1 t=29893
zhen de ma 	真的嗎	c=1 d=1 t=12516
zhen de shi 	真的是	c=1 d=1 t=24501
zhen dui 	針對	c=3 d=1 t=18878
zhen le 	枕了	c=1 d=1 t=5262
zhen neng 	真能	c=1 d=1 t=2085
zhen shi 	真實	c=1 d=1 t=25168
zhen shi 	真是	c=2 d=1 t=6543
zhen zheng 	真正	c=1 d=1 t=9422
zheng 	整	c=4 d=1 t=29442
zheng 	正	c=3 d=1.02248 t=22589
zheng 	證	c=1 d=1 t=10709
zheng bu wan 	整不完	c=1 d=1 t=25194
zheng ce 	政策	c=2 d=1.9802 t=4009
zheng chang 	正常	c=21 d=1.00042 t=27412
zheng de 	整得	c=1 d=1 t=14981
zheng dian 	整點	c=3 d=1 t=22803
zheng fu 	政府	c=1 d=1 t=20423
zheng fu 	正負	c=1 d=1 t=9869
zheng gai 	整改	c=1 d=1 t=27563
zheng ge 	整個	c=3 d=1 t=29108
zheng hao 	正好	c=9 d=1.00083 t=25285
zheng jie 	整潔	c=1 d=1 t=14539
zheng le 	整了	c=1 d=1 t=12712
zheng li 	整理	c=29 d=1.7575 t=30831
zheng li chu 	整理出	c=1 d=1 t=26981
zheng ming 	證明	c=0 d=0.1 t=4346
zheng ming le 	證明了	c=1 d=1 t=4347
zheng que 	正確	c=1 d=1.00191 t=1780
zheng que de 	正確的	c=1 d=1 t=409
zheng que ren 	正確人	c=1 d=1 t=989
zheng shi 	正式	c=3 d=1 t=8090
zheng shu 	證書	c=3 d=1.00003 t=7953
zheng ti 	整體	c=8 d=1.0102 t=29621
zheng wan 	整完	c=1 d=1 t=25195
zheng xiao 	正笑	c=1 d=1 t=24116
zheng zai 	正在	c=5 d=1.31664 t=27968
zheng ze 	正則	c=1 d=1 t=14366
zhi 	值	c=0 d=0.1 t=6687
zhi 	只	c=9 d=1.00137 t=19194
zhi 	指	c=1 d=1 t=23435
zhi 	治	c=1 d=1 t=25007
zhi 	直	c=3 d=1.06281 t=18165
zhi 	紙	c=43 d=1.5851 t=31470
zhi ban 	值班	c=0 d=0.1 t=17956
zhi ban ma 	值班嗎	c=1 d=1 t=17957
zhi biao 	指標	c=14 d=2.93634 t=30966
zhi bu 	支部	c=0 d=0.1 t=23581
zhi bu zhi chi 	支部支持	c=1 d=1 t=23582
zhi chi 	支持	c=50 d=1.00807 t=28810
zhi dao 	知道	c=16 d=1.8781 t=30949
zhi dao le 	知道了	c=2 d=1 t=22220
zhi diao yong 	只調用	c=1 d=1 t=323
zhi ding 	制定	c=7 d=1 t=21648
zhi ding 	指定	c=3 d=1 t=21649
zhi ding 	置頂	c=1 d=1 t=8176
zhi du 	制度	c=1 d=1 t=1996
zhi du 	只讀	c=0 d=0.1 t=31100
zhi du de 	只讀的	c=1 d=1 t=31101
zhi er 	之二	c=0 d=0.1 t=24138
zhi fa 	只發	c=1 d=1 t=14295
zhi fu bao 	支付寶	c=1 d=1 t=28967
zhi guan 	只管	c=1 d=1 t=26630
zhi hao 	只好	c=0 d=0.1 t=27169
zhi hao ma 	只好嗎	c=1 d=1 t=27170
zhi hou 	之後	c=31 d=1.0029 t=30976
zhi hou 	滯後	c=1 d=1 t=25042
zhi hui 	智慧	c=1 d=1 t=21748
zhi ji 	職級	c=1 d=1 t=23877
zhi jian 	之間	c=4 d=1 t=26366
zhi jie 	直接	c=49 d=1.27709 t=30601
zhi jie qi dong 	直接啓動	c=1 d=1 t=4213
zhi jie zhuan 	直接轉	c=1 d=1 t=19489
zhi kan 	只看	c=1 d=1 t=15473
zhi le 	值了	c=0 d=0.1 t=3294
zhi lei 	之類	c=11 d=1 t=30879
zhi lei de 	之類的	c=4 d=1.02272 t=27587
zhi lian 	直連	c=1 d=1 t=5214
zhi liang 	質量	c=15 d=1.02483 t=30965
zhi lv 	之旅	c=0 d=0.1 t=29488
zhi nan 	指南	c=1 d=1 t=20951
zhi nei 	之內	c=1 d=1 t=10411
zhi neng 	只能	c=11 d=1 t=30313
zhi neng 	智能	c=2 d=1.11648 t=5097
zhi pin 	製品	c=6 d=1.93707 t=11452
zhi qian 	之前	c=81 d=0.691555 t=31289
zhi qian ni 	之前你	c=1 d=1 t=31290
zhi qian shi 	之前是	c=1 d=1 t=26725
zhi shao 	至少	c=3 d=1 t=30429
zhi shao shi 	至少是	c=2 d=1 t=23124
zhi shi 	只是	c=6 d=1.00081 t=27946
zhi shi 	知識	c=1 d=1 t=13830
zhi shi ku 	知識庫	c=9 d=1 t=28104
zhi shu 	指數	c=1 d=1 t=3831
zhi song 	只送	c=1 d=1 t=18155
zhi song dan 	直送單	c=17 d=1 t=30274
zhi song pei song 	直送配送	c=1 d=1 t=18073
zhi wai 	之外	c=1 d=1 t=27848
zhi xiang 	指向	c=1 d=1 t=24871
zhi xing 	執行	c=4 d=1 t=23751
zhi yao 	只要	c=2 d=1.00001 t=26653
zhi yi xing nan 	知易行難	c=1 d=1 t=1393
zhi yong 	只用	c=1 d=1 t=12459
zhi you 	只有	c=13 d=1.00046 t=25029
zhi yu 	至於	c=1 d=1 t=23572
zhi zai 	只在	c=1 d=1 t=18565
zhi ze 	職責	c=1 d=1 t=193
zhi zhang 	紙張	c=25 d=1.9802 t=28726
zhi zhen 	指針	c=1 d=1 t=6338
zhi zhi 	紙質	c=1 d=1 t=15051
zhi zhi chi 	只支持	c=1 d=1 t=23539
zhong 	中	c=9 d=1.0438 t=26236
zhong 	忠	c=0 d=0.1 t=9577
zhong 	重	c=1 d=1 t=4430
zhong de 	中的	c=2 d=1 t=21411
zhong dian 	重點	c=11 d=2.47272 t=30799
zhong duan 	中斷	c=2 d=1.02312 t=11174
zhong er 	中二	c=2 d=1 t=31225
zhong er ji 	中二級	c=2 d=1 t=26892
zhong ji 	中級	c=1 d=1 t=2211
zhong jian 	中間	c=6 d=1.00372 t=30394
zhong jian shang 	中間商	c=1 d=1 t=21407
zhong lei 	種類	c=1 d=1 t=679
zhong liang 	鍾良	c=4 d=1 t=25670
zhong ma 	重嗎	c=1 d=1 t=28549
zhong qi lai 	腫起來	c=0 d=0.1 t=10260
zhong qi lai le 	腫起來了	c=1 d=1 t=10261
zhong shi 	重視	c=1 d=1 t=21380
zhong tai 	中泰	c=1 d=1 t=63
zhong tai 	中臺	c=32 d=1.94305 t=30526
